TBF; 234181; 463; 99974,17; 1,12; 0,40; 0,10; -0,91; -2,53; -2,58; -2,23; 161,48; -9,15; -498,25
TBF; 234686; 464; 99976,47; 1,12; 0,39; 0,10; -0,91; -2,46; -0,70; -3,94; 161,93; -9,00; -497,80
TBF; 235190; 465; 99976,55; 1,12; 0,39; 0,10; -0,91; 1,18; 1,59; 3,13; 160,58; -9,15; -497,95
TBF; 235695; 466; 99978,02; 1,25; 0,39; 0,10; -0,91; -2,29; 1,33; -1,63; 161,78; -8,85; -497,95
TBF; 236199; 467; 99979,93; 1,12; 0,39; 0,10; -0,91; -0,34; -1,25; -4,11; 161,78; -9,15; -497,95
TBF; 236704; 468; 99974,74; 1,12; 0,39; 0,10; -0,91; -1,63; 1,16; 5,27; 162,08; -9,75; -499,15
TBF; 237208; 469; 99977,86; 1,25; 0,39; 0,10; -0,91; -1,76; -1,42; -3,85; 161,78; -9,15; -497,95
TBF; 237713; 470; 99973,65; 1,25; 0,39; 0,11; -0,91; -1,48; -0,87; -2,82; 161,33; -9,60; -498,40
TBF; 238217; 471; 99973,01; 1,12; 0,40; 0,10; -0,91; 1,19; -3,27; 5,18; 160,88; -9,45; -498,55
TBF; 238722; 472; 99975,55; 1,25; 0,39; 0,10; -0,91; 0,14; 0,81; 0,58; 161,63; -8,40; -498,40
TBF; 239226; 473; 99973,65; 1,25; 0,39; 0,10; -0,91; 0,73; -1,25; -2,82; 161,93; -9,60; -497,20
TBF; 239731; 474; 99972,83; 1,25; 0,39; 0,10; -0,92; -1,56; 1,33; 6,03; 162,98; -8,55; -498,55
TBF; 240235; 475; 99972,56; 1,25; 0,39; 0,10; -0,90; 1,21; 0,55; 2,70; 162,68; -9,15; -497,35
TBF; 240740; 476; 99973,75; 1,25; 0,39; 0,10; -0,91; -1,04; 1,51; -6,66; 162,23; -10,50; -497,80
TBF; 241245; 477; 99975,13; 1,25; 0,39; 0,10; -0,90; -0,08; 3,45; 9,10; 161,48; -9,75; -498,25
TBF; 241749; 478; 99974,64; 1,25; 0,39; 0,10; -0,91; 0,90; -3,47; -3,94; 162,38; -8,25; -498,85
TBF; 242254; 479; 99977,90; 1,25; 0,39; 0,10; -0,91; -0,78; -0,63; -7,08; 161,18; -8,85; -497,65
TBF; 242758; 480; 99975,05; 1,25; 0,39; 0,11; -0,91; 0,21; -0,09; 3,30; 162,08; -9,45; -497,35
TBF; 243263; 481; 99976,57; 1,25; 0,39; 0,10; -0,91; -2,37; -0,81; -5,89; 161,93; -9,00; -499,60
TBF; 243767; 482; 99977,07; 1,25; 0,39; 0,10; -0,91; 0,64; -0,89; -1,80; 162,53; -9,90; -498,70
TBF; 244272; 483; 99975,21; 1,25; 0,39; 0,11; -0,91; -1,85; -2,05; -0,95; 162,08; -8,85; -498,25
TBF; 244776; 484; 99976,52; 1,25; 0,39; 0,10; -0,91; -1,21; -0,26; 1,27; 162,83; -8,70; -499,60
TBF; 245281; 485; 99975,08; 1,38; 0,39; 0,10; -0,91; 0,73; -0,89; -1,56; 162,23; -9,90; -498,10
TBF; 245785; 486; 99977,14; 1,38; 0,39; 0,10; -0,91; -1,59; -0,18; 1,86; 161,48; -9,45; -497,65
TBF; 246290; 487; 99976,20; 1,38; 0,40; 0,11; -0,91; -2,38; -0,72; 1,27; 161,48; -8,85; -497,95
TBF; 246794; 488; 99972,13; 1,38; 0,39; 0,11; -0,91; 1,89; 1,88; 4,67; 162,53; -9,30; -499,90
TBF; 247299; 489; 99975,99; 1,38; 0,39; 0,10; -0,91; -0,96; -0,18; -1,73; 161,18; -10,65; -497,95
TBF; 247803; 490; 99977,97; 1,51; 0,39; 0,10; -0,92; -2,67; 1,76; -0,61; 161,78; -8,55; -498,55
TBF; 248308; 491; 99975,67; 1,51; 0,39; 0,10; -0,91; -0,24; 0,26; 2,96; 162,08; -9,15; -497,35
TBF; 248813; 492; 99975,59; 1,51; 0,39; 0,10; -0,91; -1,05; 0,17; 2,20; 162,23; -9,60; -498,40
TBF; 249317; 493; 99977,73; 1,51; 0,39; 0,10; -0,91; -0,41; -0,98; 4,58; 161,63; -9,00; -497,50
TBF; 249822; 494; 99975,33; 1,51; 0,39; 0,10; -0,91; -3,27; -3,11; -1,21; 161,78; -8,55; -498,55
TBF; 250326; 495; 99973,46; 1,51; 0,39; 0,11; -0,91; -1,13; 0,35; -3,34; 161,48; -9,75; -498,85
TBF; 250831; 496; 99973,28; 1,51; 0,39; 0,11; -0,91; -1,66; 0,61; 3,73; 161,78; -9,45; -498,55
TBF; 251335; 497; 99974,50; 1,51; 0,39; 0,11; -0,91; -3,36; 1,05; -0,70; 161,78; -9,15; -499,45
TBF; 251840; 498; 99978,32; 1,51; 0,39; 0,10; -0,91; -1,85; 0,35; -2,32; 162,08; -9,15; -498,55
TBF; 252344; 499; 99975,87; 1,51; 0,39; 0,10; -0,92; -2,29; 0,44; 7,98; 161,93; -9,90; -498,40
TBF; 259912; 514; 99975,21; 1,51; 0,39; 0,10; -0,91; 1,77; 0,89; -4,02; 160,43; -9,00; -499,30
TBF; 260417; 515; 99973,77; 1,51; 0,40; 0,10; -0,91; -2,67; -2,24; -1,37; 161,63; -9,60; -498,40
TBF; 260921; 516; 99973,86; 1,51; 0,39; 0,11; -0,90; -1,40; 0,44; 5,44; 160,88; -8,55; -498,85
TBF; 261426; 517; 99977,96; 1,51; 0,39; 0,10; -0,91; 0,96; 0,78; 1,94; 161,93; -9,60; -498,70
TBF; 261930; 518; 99976,18; 1,51; 0,39; 0,10; -0,91; -1,69; -1,62; -4,96; 162,23; -9,30; -497,50
TBF; 262435; 519; 99973,70; 1,38; 0,39; 0,10; -0,91; 1,24; 0,24; -1,04; 161,48; -8,25; -498,55
TBF; 262939; 520; 99978,12; 1,38; 0,39; 0,11; -0,91; -2,12; -4,98; -5,63; 160,73; -9,60; -498,40
TBF; 263444; 521; 99977,05; 1,51; 0,39; 0,11; -0,91; 1,94; -0,38; -1,47; 161,33; -9,30; -498,40
TBF; 263949; 522; 99977,00; 1,38; 0,39; 0,10; -0,91; 0,00; 0,70; 4,15; 162,23; -8,70; -498,70
TBF; 264453; 523; 99979,48; 1,38; 0,39; 0,10; -0,91; -1,60; -3,04; 0,24; 162,68; -8,85; -498,85
TBF; 264958; 524; 99979,43; 1,38; 0,39; 0,11; -0,91; 1,68; 1,50; 4,32; 161,48; -9,15; -497,65
TBF; 265462; 525; 99980,68; 1,51; 0,39; 0,10; -0,91; -0,37; -0,02; -3,42; 162,83; -9,30; -497,80
TBF; 265967; 526; 99974,93; 1,51; 0,39; 0,11; -0,91; -2,58; 1,31; 6,37; 162,68; -9,15; -498,25
TBF; 266471; 527; 99976,26; 1,51; 0,39; 0,10; -0,91; -0,11; -1,97; -1,56; 162,08; -9,15; -497,65
TBF; 266976; 528; 99975,43; 1,38; 0,39; 0,10; -0,91; -1,69; -1,80; -5,21; 162,23; -8,40; -498,70
